Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ETHNICITY,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR15475876,not collected,AMPLICON,6122,2455244,not applicable,PRJNA754842,SAMN20808011,Human,1198579,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776286,Sequel,AR-359,m54042_191116_205646_AR-359_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-359,not collected,SRP332705,blood
SRR15475877,not collected,AMPLICON,7562,234433,not applicable,PRJNA754842,SAMN20808010,Human,273395,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776285,Sequel,AR-358,m54042_191116_205646_AR-358_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-358,not collected,SRP332705,blood
SRR15475878,not collected,AMPLICON,6123,3190131,not applicable,PRJNA754842,SAMN20808010,Human,1578001,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776284,Sequel,AR-358,m54042_191116_205646_AR-358_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-358,not collected,SRP332705,blood
SRR15475879,not collected,AMPLICON,7613,3372570,not applicable,PRJNA754842,SAMN20807710,Human,2554258,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776283,Sequel,AR-036,m54042_190927_043336_AR-036_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-036,not collected,SRP332705,blood
SRR15475880,not collected,AMPLICON,7379,287803,not applicable,PRJNA754842,SAMN20808009,Human,327389,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776282,Sequel,AR-357,m54042_191116_205646_AR-357_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-357,not collected,SRP332705,blood
SRR15475881,not collected,AMPLICON,6122,2142824,not applicable,PRJNA754842,SAMN20808009,Human,1123074,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776281,Sequel,AR-357,m54042_191116_205646_AR-357_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-357,not collected,SRP332705,blood
SRR15475882,not collected,AMPLICON,7497,659808,not applicable,PRJNA754842,SAMN20808008,Human,513703,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776280,Sequel,AR-356,m54042_191116_205646_AR-356_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-356,not collected,SRP332705,blood
SRR15475883,not collected,AMPLICON,6122,3850774,not applicable,PRJNA754842,SAMN20808008,Human,1957978,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776279,Sequel,AR-356,m54042_191116_205646_AR-356_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-356,not collected,SRP332705,blood
SRR15475884,not collected,AMPLICON,7502,277603,not applicable,PRJNA754842,SAMN20808007,Human,284970,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776278,Sequel,AR-355,m54042_191116_205646_AR-355_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-355,not collected,SRP332705,blood
SRR15475885,not collected,AMPLICON,6108,2388461,not applicable,PRJNA754842,SAMN20808007,Human,1228797,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776277,Sequel,AR-355,m54042_191116_205646_AR-355_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-355,not collected,SRP332705,blood
SRR15475886,not collected,AMPLICON,7437,200820,not applicable,PRJNA754842,SAMN20808006,Human,270813,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776276,Sequel,AR-354,m54042_191116_205646_AR-354_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-354,not collected,SRP332705,blood
SRR15475887,not collected,AMPLICON,6121,3391034,not applicable,PRJNA754842,SAMN20808006,Human,1654861,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776275,Sequel,AR-354,m54042_191116_205646_AR-354_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-354,not collected,SRP332705,blood
SRR15475888,not collected,AMPLICON,7415,237302,not applicable,PRJNA754842,SAMN20808005,Human,268409,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776274,Sequel,AR-353,m54042_191116_205646_AR-353_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-353,not collected,SRP332705,blood
SRR15475889,not collected,AMPLICON,6113,3527455,not applicable,PRJNA754842,SAMN20808005,Human,1629004,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776273,Sequel,AR-353,m54042_191116_205646_AR-353_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-353,not collected,SRP332705,blood
SRR15475890,not collected,AMPLICON,6089,2295732,not applicable,PRJNA754842,SAMN20807710,Human,1550072,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776272,Sequel,AR-036,m54042_190927_043336_AR-036_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-036,not collected,SRP332705,blood
SRR15475891,not collected,AMPLICON,7470,522910,not applicable,PRJNA754842,SAMN20808004,Human,417123,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776271,Sequel,AR-352,m54042_191116_205646_AR-352_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-352,not collected,SRP332705,blood
SRR15475892,not collected,AMPLICON,6086,2854675,not applicable,PRJNA754842,SAMN20808004,Human,1444721,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776270,Sequel,AR-352,m54042_191116_205646_AR-352_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-352,not collected,SRP332705,blood
SRR15475893,not collected,AMPLICON,7633,572519,not applicable,PRJNA754842,SAMN20808003,Human,452385,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776269,Sequel,AR-351,m54042_191116_205646_AR-351_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-351,not collected,SRP332705,blood
SRR15475894,not collected,AMPLICON,6123,2137101,not applicable,PRJNA754842,SAMN20808003,Human,1101296,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776268,Sequel,AR-351,m54042_191116_205646_AR-351_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-351,not collected,SRP332705,blood
SRR15475895,not collected,AMPLICON,7540,384589,not applicable,PRJNA754842,SAMN20808002,Human,331507,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776267,Sequel,AR-350,m54042_191116_205646_AR-350_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-350,not collected,SRP332705,blood
SRR15475896,not collected,AMPLICON,7676,92113,not applicable,PRJNA754842,SAMN20807944,Human,208446,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776266,Sequel,AR-289,m54042_191116_205646_AR-289_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-289,not collected,SRP332705,blood
SRR15475897,not collected,AMPLICON,6125,3154592,not applicable,PRJNA754842,SAMN20807944,Human,1629607,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776265,Sequel,AR-289,m54042_191116_205646_AR-289_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-289,not collected,SRP332705,blood
SRR15475898,not collected,AMPLICON,7513,13937156,not applicable,PRJNA754842,SAMN20807943,Human,4677995,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776264,Sequel II,AR-288,m64123_210408_050021_AR-288_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-288,not collected,SRP332705,blood
SRR15475899,not collected,AMPLICON,6154,46803771,not applicable,PRJNA754842,SAMN20807943,Human,13010203,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776263,Sequel II,AR-288,m64123_210408_050021_AR-288_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-288,not collected,SRP332705,blood
SRR15475900,not collected,AMPLICON,7480,2072121,not applicable,PRJNA754842,SAMN20807942,Human,870763,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776262,Sequel II,AR-287,m64123_210408_050021_AR-287_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-287,not collected,SRP332705,blood
SRR15475901,not collected,AMPLICON,6225,7221795,not applicable,PRJNA754842,SAMN20807942,Human,2234982,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776261,Sequel II,AR-287,m64123_210408_050021_AR-287_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-287,not collected,SRP332705,blood
SRR15475902,not collected,AMPLICON,7617,342767,not applicable,PRJNA754842,SAMN20807941,Human,276300,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776260,Sequel II,AR-286,m64123_210408_050021_AR-286_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-286,not collected,SRP332705,blood
SRR15475903,not collected,AMPLICON,6150,18834275,not applicable,PRJNA754842,SAMN20807941,Human,5270795,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776259,Sequel II,AR-286,m64123_210408_050021_AR-286_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-286,not collected,SRP332705,blood
SRR15475904,not collected,AMPLICON,7595,1276041,not applicable,PRJNA754842,SAMN20807940,Human,608115,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776258,Sequel II,AR-285,m64123_210408_050021_AR-285_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-285,not collected,SRP332705,blood
SRR15475905,not collected,AMPLICON,6206,3009987,not applicable,PRJNA754842,SAMN20807940,Human,993021,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776257,Sequel II,AR-285,m64123_210408_050021_AR-285_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-285,not collected,SRP332705,blood
SRR15475906,not collected,AMPLICON,6209,2502471,not applicable,PRJNA754842,SAMN20807703,Human,1215594,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776256,Sequel,AR-029,m54042_190926_081310_AR-029_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-029,not collected,SRP332705,blood
SRR15475907,not collected,AMPLICON,7504,6078283,not applicable,PRJNA754842,SAMN20807939,Human,2198774,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776255,Sequel II,AR-284,m64123_210408_050021_AR-284_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-284,not collected,SRP332705,blood
SRR15475908,not collected,AMPLICON,6176,41459836,not applicable,PRJNA754842,SAMN20807939,Human,11538155,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776254,Sequel II,AR-284,m64123_210408_050021_AR-284_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-284,not collected,SRP332705,blood
SRR15475909,not collected,AMPLICON,7675,161180,not applicable,PRJNA754842,SAMN20807938,Human,199723,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776253,Sequel II,AR-283,m64123_210408_050021_AR-283_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-283,not collected,SRP332705,blood
SRR15475910,not collected,AMPLICON,6215,4698576,not applicable,PRJNA754842,SAMN20807938,Human,1503352,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776252,Sequel II,AR-283,m64123_210408_050021_AR-283_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-283,not collected,SRP332705,blood
SRR15475911,not collected,AMPLICON,7488,2748449,not applicable,PRJNA754842,SAMN20807937,Human,1100851,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776251,Sequel II,AR-282,m64123_210408_050021_AR-282_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-282,not collected,SRP332705,blood
SRR15475912,not collected,AMPLICON,6174,15225682,not applicable,PRJNA754842,SAMN20807937,Human,4326162,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776250,Sequel II,AR-282,m64123_210408_050021_AR-282_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-282,not collected,SRP332705,blood
SRR15475913,not collected,AMPLICON,7522,2911307,not applicable,PRJNA754842,SAMN20807936,Human,1119991,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776249,Sequel II,AR-281,m64123_210408_050021_AR-281_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-281,not collected,SRP332705,blood
SRR15475914,not collected,AMPLICON,6145,27269595,not applicable,PRJNA754842,SAMN20807936,Human,7480456,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776248,Sequel II,AR-281,m64123_210408_050021_AR-281_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-281,not collected,SRP332705,blood
SRR15475915,not collected,AMPLICON,7505,1260993,not applicable,PRJNA754842,SAMN20807935,Human,572319,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776247,Sequel II,AR-280,m64123_210408_050021_AR-280_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-280,not collected,SRP332705,blood
SRR15475916,not collected,AMPLICON,6156,4525327,not applicable,PRJNA754842,SAMN20807935,Human,1481960,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776246,Sequel II,AR-280,m64123_210408_050021_AR-280_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-280,not collected,SRP332705,blood
SRR15475917,not collected,AMPLICON,5970,18138733,not applicable,PRJNA754842,SAMN20807703,Human,7033871,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776245,Sequel,AR-029,m54042_190926_081310_AR-029_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-029,not collected,SRP332705,blood
SRR15475918,not collected,AMPLICON,7557,748187,not applicable,PRJNA754842,SAMN20807934,Human,386680,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776244,Sequel II,AR-279,m64123_210408_050021_AR-279_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-279,not collected,SRP332705,blood
SRR15475919,not collected,AMPLICON,6199,2895341,not applicable,PRJNA754842,SAMN20807934,Human,987434,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776243,Sequel II,AR-279,m64123_210408_050021_AR-279_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-279,not collected,SRP332705,blood
SRR15475920,not collected,AMPLICON,3963,7926,not applicable,PRJNA754842,SAMN20807934,Human,157541,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776242,Sequel,AR-279,m54042_191116_004340_AR-279_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-279,not collected,SRP332705,blood
SRR15475921,not collected,AMPLICON,7426,898624,not applicable,PRJNA754842,SAMN20807933,Human,425837,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776241,Sequel II,AR-277,m64123_210408_050021_AR-277_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-277,not collected,SRP332705,blood
SRR15475922,not collected,AMPLICON,6177,7542371,not applicable,PRJNA754842,SAMN20807933,Human,2242458,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776240,Sequel II,AR-277,m64123_210408_050021_AR-277_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-277,not collected,SRP332705,blood
SRR15475923,not collected,AMPLICON,7645,2033723,not applicable,PRJNA754842,SAMN20807932,Human,808501,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776239,Sequel II,AR-276,m64123_210408_050021_AR-276_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-276,not collected,SRP332705,blood
SRR15475924,not collected,AMPLICON,6181,25142186,not applicable,PRJNA754842,SAMN20807932,Human,7340142,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776238,Sequel II,AR-276,m64123_210408_050021_AR-276_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-276,not collected,SRP332705,blood
SRR15475925,not collected,AMPLICON,7561,16944821,not applicable,PRJNA754842,SAMN20807931,Human,5625211,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776237,Sequel II,AR-275,m64123_210408_050021_AR-275_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-275,not collected,SRP332705,blood
SRR15475926,not collected,AMPLICON,6133,70394434,not applicable,PRJNA754842,SAMN20807931,Human,19284674,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776236,Sequel II,AR-275,m64123_210408_050021_AR-275_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-275,not collected,SRP332705,blood
SRR15475927,not collected,AMPLICON,6138,30692,not applicable,PRJNA754842,SAMN20807931,Human,171847,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776235,Sequel,AR-275,m54042_191116_004340_AR-275_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-275,not collected,SRP332705,blood
SRR15475928,not collected,AMPLICON,6030,1001059,not applicable,PRJNA754842,SAMN20807864,Human,641134,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776234,Sequel,AR-200,m54042_191116_004340_AR-200_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-200,not collected,SRP332705,blood
SRR15475929,not collected,AMPLICON,7511,383100,not applicable,PRJNA754842,SAMN20807863,Human,362745,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776233,Sequel,AR-199,m54042_191116_004340_AR-199_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:26:00Z,1,AR-199,not collected,SRP332705,blood
