sample,gene,truth_1,truth_2,infer_1,infer_2
HG01361,TRBV16,01,01,TRBV16*01,TRBV16*01
HG01361,TRBV17,01,01,TRBV17*01,TRBV17*01
HG01361,TRBV18,01,01,TRBV18*01,TRBV18*01
HG01361,TRBV19,01,01,TRBV19*01,TRBV19*01
HG01361,TRBV20-1,01,01,TRBV20-1*01,TRBV20-1*02
HG01361,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
HG01361,TRBV24-1,01,01,TRBV24-1*01,TRBV24-1*01
HG01361,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
HG01361,TRBV27,01,01,TRBV27*01,TRBV27*01
HG01361,TRBV28,01,01,TRBV28*01,TRBV28*01
HG01361,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
HG01361,TRBD1,01,01,TRBD1*01,TRBD1*01
HG01361,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
HG01361,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
HG01361,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
HG01361,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
HG01361,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
HG01361,TRBJ1-6,01,01,TRBJ1-6*01,TRBJ1-6*01
HG01361,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
HG01361,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
HG01361,TRBV30,01,N_186,TRBV30*03,TRBV30*01
HG01175,TRAV1-1,01,02,TRAV1-1*02,TRAV1-1*01
HG01175,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
HG01175,TRAV2,01,01,TRAV2*01,TRAV2*01
HG01175,TRAV3,01,01,TRAV3*01,TRAV3*01
HG01175,TRAV4,01,01,TRAV4*01,TRAV4*01
HG01175,TRAV5,01,01,TRAV5*01,TRAV5*01
HG01175,TRAV6,02,03,TRAV6*02,TRAV6*02
HG01175,TRAV7,01,01,TRAV7*01,TRAV7*01
HG01175,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
HG01175,TRAV9-1,01,N_241,TRAV9-1*01,TRAV9-1*01
HG01175,TRAV10,01,01,TRAV10*01,TRAV10*01
HG01175,TRAV12-1,01,N_242,TRAV12-1*01,TRAV12-1*01
HG01175,TRAV8-2,01,01,TRAV8-2*01,TRAV8-2*01
HG01175,TRAV8-3,02,02,TRAV8-3*02,TRAV8-3*02
HG01175,TRAV13-1,01,02,TRAV13-1*01,TRAV13-1*02
HG01175,TRAV12-2,01,03,TRAV12-2*01,TRAV12-2*03
HG01175,TRAV8-4,01,N_243,TRAV8-4*01,TRAV8-4*01
HG01175,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
HG01175,TRAV9-2,01,01,TRAV9-2*01,TRAV9-2*01
HG01175,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
HG01175,TRAV8-6,02,02,TRAV8-6*02,TRAV8-6*02
HG01175,TRAV16,01,01,TRAV16*01,TRAV16*01
HG01175,TRAV17,01,01,TRAV17*01,TRAV17*01
HG01175,TRAV18,01,01,TRAV18*01,TRAV18*01
HG01175,TRAV19,01,01,TRAV19*01,TRAV19*01
HG01175,TRAV20,02,02,TRAV20*02,TRAV20*02
HG01175,TRAV21,02,02,TRAV21*02,TRAV21*02
HG01175,TRAV22,01,01,TRAV22*01,TRAV22*01
HG01175,TRAV24,01,01,TRAV24*01,TRAV24*01
HG01175,TRAV25,01,N_234,TRAV25*01,TRAV25*01
HG01175,TRAV26-1,01,01,TRAV26-1*01,TRAV26-1*01
HG01175,TRAV8-7,01,01,TRAV8-7*01,TRAV8-7*01
HG01175,TRAV27,01,01,TRAV27*01,TRAV27*01
HG01175,TRAV30,01,01,TRAV30*01,TRAV30*01
HG01175,TRAV26-2,01,01,TRAV26-2*01,TRAV26-2*01
HG01175,TRAV34,01,01,TRAV34*01,TRAV34*01
HG01175,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
HG01175,TRAV39,01,01,TRAV39*01,TRAV39*01
HG01175,TRAV40,01,01,TRAV40*01,TRAV40*01
HG01175,TRAV41,01,01,TRAV41*01,TRAV41*01
HG01175,TRDV2,01,03,TRDV2*03,TRDV2*01
HG01175,TRDD1,01,01,TRDD1*01,TRDD1*01
HG01175,TRDD2,01,01,TRDD2*01,TRDD2*01
HG01175,TRDD3,01,01,TRDD3*01,TRDD3*01
HG01175,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
HG01175,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
HG01175,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
HG01175,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
HG01175,TRDV3,02,01,TRDV3*01,TRDV3*02
HG01175,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
HG01175,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
HG01175,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
HG01175,TRAJ57,01,01,TRAJ57*01,TRAJ57*01
HG01175,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
HG01175,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
HG01175,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
HG01175,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
HG01175,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
HG01175,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
HG01175,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
HG01175,TRAJ47,01,01,TRAJ47*01,TRAJ47*01
HG01175,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
HG01175,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
HG01175,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
HG01175,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
HG01175,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
HG01175,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
HG01175,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
HG01175,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
HG01175,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
HG01175,TRAJ37,01,01,TRAJ37*01,TRAJ37*01
HG01175,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
HG01175,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
HG01175,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
HG01175,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
HG01175,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
HG01175,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
HG01175,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
HG01175,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
HG01175,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
HG01175,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
HG01175,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
HG01175,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
HG01175,TRAJ24,02,02,TRAJ24*02,TRAJ24*02
HG01175,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
HG01175,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
HG01175,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
HG01175,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
HG01175,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
HG01175,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
HG01175,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
HG01175,TRAJ16,01,02,TRAJ16*01,TRAJ16*02
HG01175,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
HG01175,TRAJ13,01,02,TRAJ13*01,TRAJ13*02
HG01175,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
HG01175,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
HG01175,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
HG01175,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
HG01175,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
HG01175,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
HG01175,TRAJ5,01,01,TRAJ5*01,TRAJ5*01
HG01175,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
HG01175,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
HG01175,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
HG01175,TRAJ1,01,M_16,TRAJ1*01,TRAJ1*01
HG01175,TRBV2,01,01,TRBV2*01,TRBV2*01
HG01175,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
HG01175,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
HG01175,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
HG01175,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
HG01175,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
HG01175,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
HG01175,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
HG01175,TRBV7-2,01,01,TRBV7-2*01,TRBV7-2*01
HG01175,TRBV6-4,01,01,TRBV6-4*01,TRBV6-4*01
HG01175,TRBV7-3,01,01,TRBV7-3*01,TRBV7-3*01
HG01175,TRBV5-3,01,01,TRBV5-3*01,TRBV5-3*01
HG01175,TRBV9,01,01,TRBV9*01,TRBV9*01
HG01175,TRBV10-1,N_13,N_13,TRBV10-1*02,TRBV10-1*02
HG01175,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
HG01175,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
HG01175,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
HG01175,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
HG01175,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
HG01175,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
HG01175,TRBV6-6,01,01,TRBV6-6*01,TRBV6-6*01
HG01175,TRBV5-5,02,02,TRBV5-5*02,TRBV5-5*02
HG01175,TRBV6-7,01,01,TRBV6-7*01,TRBV6-7*01
HG01175,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
HG01175,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
HG01175,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
HG01175,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
HG01175,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
HG01175,TRBV7-9,01,01,TRBV7-9*01,TRBV7-9*01
HG01175,TRBV13,01,N_239,TRBV13*01,TRBV13*01
HG01175,TRBV10-3,01,02,TRBV10-3*02,TRBV10-3*01
HG01175,TRBV11-3,01,01,TRBV11-3*01,TRBV11-3*01
HG01175,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
HG01175,TRBV12-4,01,01,TRBV12-4*01,TRBV12-4*01
HG01175,TRBV12-5,01,N_240,TRBV12-5*01,TRBV12-5*01
HG01175,TRBV14,01,01,TRBV14*01,TRBV14*01
HG01175,TRBV15,02,02,TRBV15*02,TRBV15*02
HG01175,TRBV16,01,01,TRBV16*01,TRBV16*01
HG01175,TRBV17,01,02,TRBV17*02,TRBV17*01
HG01175,TRBV18,01,01,TRBV18*01,TRBV18*01
HG01175,TRBV19,01,01,TRBV19*01,TRBV19*01
HG01175,TRBV20-1,01,02,TRBV20-1*02,TRBV20-1*02
HG01175,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
HG01175,TRBV24-1,01,02,TRBV24-1*02,TRBV24-1*01
HG01175,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
HG01175,TRBV27,01,01,TRBV27*01,TRBV27*01
HG01175,TRBV28,01,01,TRBV28*01,TRBV28*01
HG01175,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
HG01175,TRBD1,01,01,TRBD1*01,TRBD1*01
HG01175,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
HG01175,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
HG01175,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
HG01175,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
HG01175,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
HG01175,TRBJ1-6,01,02,TRBJ1-6*02,TRBJ1-6*01
HG01175,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
HG01175,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
HG01175,TRBV30,01,01,TRBV30*01,TRBV30*01
